model_id,siape,evidence_rank,item_type,item_id,label,score,payload_json,analyzed_at
semv2-efe88180e47a6fc1,1627935,1,publication,766e60e29fae25bf,ANALISE EPIDEMIOLOGICA DA MORBIMORTALIDADE POR FEBRE REUMATICA E DOS CUSTOS PARA O SISTEMA UNICO DE SAUDE NO BRASIL NO PERIODO DE 2015 A 2024,0.5956467574114633,"{""word"":0.053009996109462845,""char"":0.2587374069239839,""lsa"":0.7032216083567754}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1627935,2,publication,217f115ef23f28cb,Apoio à análise dos resultados e construção de relatórios da revisão sistemática sobre transplante pré-emptivo em crianças com DRCT,0.46685820061581657,"{""word"":0.11065756064913768,""char"":0.1957803112372213,""lsa"":0.6684764911264447}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1627935,3,lattes_area,cd90beb3e158f979,Medicina,0.4057307673029269,"{""word"":0.17446012266975075,""char"":0.20104429959571732,""lsa"":0.38472108861147375}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1627935,4,opportunity,98379540,Avaliação de elegibilidade na íntegra e extração padronizada de dados de estudos sobre bronquiolite viral,0.4037067772201818,"{""word"":0.06336902650672448,""char"":0.21777597860789485,""lsa"":0.5875169239275483}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1627935,5,opportunity,98379538,"Execução da busca sistemática, gerenciamento de referências e triagem inicial de estudos sobre bronquiolite viral",0.3658232704812035,"{""word"":0.0898650600828637,""char"":0.20063139710665817,""lsa"":0.5801450082905579}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2194196,1,lattes_project,4bedb592ae188782,Efetividade da técnica do Socket Shield comparada à implantação imediata convencional para reabilitações na área estética: uma revisão sistemática do tipo Umbrella e metanálise,0.4720536237955592,"{""word"":0.08160959742604972,""char"":0.19476669974823357,""lsa"":0.73433467703814}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2194196,2,lattes_project,ca8d00feead56c85,Risco de morte por um evento cardiovascular em pessoas que escovam os dentes menos de duas vezes por dia: revisão sistemática.,0.43040509537774646,"{""word"":0.08859760379281247,""char"":0.2023703780664865,""lsa"":0.6160071967485016}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2194196,3,lattes_project,00b494ed0eea4958,Eficácia da acupuntura a laser na redução dos sintomas de Disfunção Temporomandibular: uma revisão sistemática e metanálise,0.4226561868495056,"{""word"":0.12610663804132854,""char"":0.22505440937038465,""lsa"":0.462309080059822}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2194196,4,lattes_project,94f81646415354c1,Efetividade do Laser de baixa potência na prevenção da mucosite oral em pacientes submetidos à quimiorradioterapia por causa de cânceres de cabeça e pescoço: revisâo sistemática e meta-análise,0.3895527040742351,"{""word"":0.057839328718812213,""char"":0.18746857391443444,""lsa"":0.6874928024737197}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2194196,5,lattes_area,ddc88632aa87cf89,Probabilidade e Estatística,0.37006815161260737,"{""word"":0.07456734080303622,""char"":0.23688421499030332,""lsa"":0.36797320193350413}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2024367,1,lattes_area,8bfa3f85e23c0416,Medicina,0.3712640790837155,"{""word"":0.17446012266975075,""char"":0.20104429959571732,""lsa"":0.38472108861147364}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2024367,2,lattes_area,32ca2e2c7dc5657a,Medicina Veterinária,0.14594348935708235,"{""word"":0.07671263532901876,""char"":0.11483160603036237,""lsa"":0.18824903097477488}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2024367,3,publication,ac2a3af4e7954f27,Dipodascus capitatus (Geotrichum capitatum): infecção sistêmica fatal em paciente com leucemia mielocítica aguda,0.14422492102722664,"{""word"":0.0,""char"":0.08085589862437251,""lsa"":0.5699819335801019}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2024367,4,lattes_project,4a06990808929e9b,"Edital CNPq/MCTI 06/2020 - Pesquisa e Desenvolvimento para Enfrentamento de Derramamento de Óleo na Costa Brasileira - Programa Ciência no Mar - Biodegradação, biorremediação, e monitoramento de petróleo em sistemas marinhos da Amazônia Azul",0.10663822031018075,"{""word"":0.05343549102808415,""char"":0.10773456642037155,""lsa"":0.2984025446058606}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,2024367,5,opportunity,98379594,Prospecção de leveduras isoladas da Caatinga alagoana quanto à produção de enzimas,0.09509292332821745,"{""word"":0.008869707211774606,""char"":0.16119960986025006,""lsa"":0.35458781088392405}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1241177,1,publication,e95e47f68977bdf9,Avaliação da eficácia dos exercícios de resistência muscular em pacientes com insuficiência cardíaca crônica: revisão sistemática e metanálise,0.6985906672368816,"{""word"":0.12468552235945124,""char"":0.27199776507659457,""lsa"":0.6543467418525744}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1241177,2,lattes_project,b0feaeaf53ecb4b4,Comparação entre o Implante Transcateter de Válvula Aórtica (TAVI) e a Cirurgia Convencional no Tratamento da Estenose Aórtica: Uma Revisão Sistemática e Metanálise,0.6554099931874549,"{""word"":0.1833515769965915,""char"":0.20049576858958726,""lsa"":0.6852275228322827}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1241177,3,publication,85c7d456243a4151,Triagem de estudos e aplicação do modelo PICOS em revisão sistemática sobre exercícios de resistência em pacientes com insuficiência cardíaca crônica,0.5415299716091145,"{""word"":0.05989810853323557,""char"":0.23937078582907975,""lsa"":0.665854455269617}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1241177,4,opportunity,98379607,REVISÃO DA LITERATURA E ANÁLISE BIOESTATÍSTICA DA ANÁLISE DA ONDA DE PULSO COMO PREDITOR DE PRÉ-ECLÂMPSIA,0.5376859824443317,"{""word"":0.09528907809210413,""char"":0.25941720807112695,""lsa"":0.5447477718692525}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1241177,5,lattes_area,edf5867fb7297f39,Medicina,0.4518552727830178,"{""word"":0.17446012266975075,""char"":0.20104429959571732,""lsa"":0.38472108861147386}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1265949,1,publication,c561956e7a608784,Temas controversos no ensino de Ciências e Biologia: uma revisão sistemática de literatura,0.3629041209686371,"{""word"":0.07307103834145813,""char"":0.20929395206238435,""lsa"":0.5471623085601068}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1265949,2,opportunity,98379609,ANÁLISE DE PROPOSTAS DIDÁTICAS COM TEMAS CONTROVERSOS NA FORMAÇÃO DOCENTE NO ENSINO DE CIÊNCIAS E BIOLOGIA,0.2317398537889349,"{""word"":0.018805265053420585,""char"":0.2110460145565772,""lsa"":0.46107755391892186}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1265949,3,publication,862cf4211b0a47df,Neurociência e aprendizagem na formação inicial de professores de Ciências e Biologia,0.18968047022540838,"{""word"":0.0,""char"":0.20682781393154226,""lsa"":0.39193144020083603}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1265949,4,opportunity,98379784,Inteligência Artificial generativa e personalização do ensino de Ciências e Biologia,0.18779868162818475,"{""word"":0.04826147814306975,""char"":0.19432209920921398,""lsa"":0.4375503813747291}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,1265949,5,opportunity,98381763,CONCEPÇÕES DE LICENCIANDOS EM CIÊNCIAS BIOLÓGICAS SOBRE TEMAS CONTROVERSOS E SUAS IMPLICAÇÕES PARA A FORMAÇÃO INICIAL,0.17009402145613386,"{""word"":0.007535513914450485,""char"":0.20093096403795963,""lsa"":0.466803090208108}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,4420437,1,opportunity,98379724,Assistência técnica à revisão sistemática e à organização dos dados sobre tuberculose extrapulmonar em Alagoas,0.6861542370976332,"{""word"":0.0917401146524587,""char"":0.2729811038334805,""lsa"":0.6635373593202093}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,4420437,2,opportunity,98379723,Classificação anatomopatológica e estruturação da base de dados da tuberculose extrapulmonar para análise estatística,0.6379140976284451,"{""word"":0.08804780368082148,""char"":0.2702097034887115,""lsa"":0.6404373525109729}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,4420437,3,opportunity,98379721,"Coleta, organização e análise preliminar dos laudos anatomopatológicos de tuberculose extrapulmonar em Alagoas",0.6001330876330876,"{""word"":0.07797621012452127,""char"":0.2629655095945765,""lsa"":0.6453515415788227}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,4420437,4,opportunity,98379725,Auxílio na análise descritiva e elaboração de relatórios preliminares sobre o perfil anatomopatológico e demográfico da tuberculose extrapulmonar,0.5801165182286933,"{""word"":0.07027786453479265,""char"":0.2440008941642383,""lsa"":0.6757640897238321}",2026-09-04T06:34:12+00:00
semv2-efe88180e47a6fc1,4420437,5,lattes_area,c41b4a052432cd0e,Medicina,0.31588689088689087,"{""word"":0.17446012266975075,""char"":0.20104429959571732,""lsa"":0.3847210886114736}",2026-09-04T06:34:12+00:00
